Subject,Subtopic,Q_No,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Answer
Environment,Pollution,29,Hard,Dobson Unit measures,CO2 concentration,Ozone layer thickness,Water pollution,Noise level,B
Environment,Pollution,30,Hard,Safe noise level for human hearing (OSHA 8-hour day) is,50 dB,85 dB,60 dB,100 dB,B
Environment,Pollution,31,Hard,Stockholm Convention pertains to,Climate change,Persistent Organic Pollutants (POPs),Water pollution,Nuclear waste,B
Environment,Pollution,32,Hard,Montreal Protocol protects,Climate,Ozone layer (banning CFCs),Oceans,Biodiversity,B
Environment,Pollution,33,Hard,Radioactive pollution causes,Only heat,Ionizing radiation damage to cells/DNA,Only water contamination,Noise,B
Environment,Pollution,34,Easy But Tricky,Electric vehicles produce zero pollution. True?,True,False — they produce no exhaust but manufacturing and power generation can pollute,Only local air pollution,True in all aspects,B
Environment,Pollution,35,Easy But Tricky,Louder sound = more noise pollution always. True?,True,"False — duration and frequency also matter, not just intensity",Only for humans,Only in cities,B
Environment,Pollution,36,Easy But Tricky,Plastic bottles in ocean cause only visual pollution. True?,True,False — they also cause chemical pollution and harm marine life,Only birds affected,Only surface pollution,B
Environment,Pollution,37,Easy But Tricky,More CO2 in air is always harmful. True?,True,False — CO2 is naturally present and essential; only excess causes harm,Never harmful,Only at night,B
Environment,Pollution,38,Easy But Tricky,Groundwater pollution is easily reversible. True?,True,False — groundwater contamination is very difficult and slow to remediate,In weeks,Only with chemicals,B
Environment,Climate change,9,Easy,Climate change is caused primarily by,Natural events only,Human activities increasing greenhouse gases,Volcanoes only,Solar changes only,B
Environment,Climate change,10,Easy,Global warming refers to,Cooling of Earth,Rise in average global temperature,Ozone depletion,More rainfall,B
Environment,Climate change,11,Easy,Main greenhouse gas from human activities is,O2,CO2,N2,Ar,B
Environment,Climate change,12,Easy,Greenhouse effect is,Harmful always,Natural warming of Earth by atmospheric gases retaining heat,Only from factories,Only solar radiation,B
Environment,Climate change,13,Easy,Kyoto Protocol was about,Biodiversity,Reducing greenhouse gas emissions,Water treatment,Land use,B
Environment,Climate change,14,Easy,Paris Agreement target is to limit warming to,3°C,2°C (preferably 1.5°C) above pre-industrial levels,5°C,1°C,B
Environment,Climate change,15,Easy,Melting of glaciers causes,Sea level rise,Sea level fall,More snowfall,More CO2,A
Environment,Climate change,16,Easy,Carbon footprint is,Footprint made by carbon,Total CO2 equivalent emissions from activities,Only industrial emissions,Only transport emissions,B
Environment,Climate change,17,Easy,Deforestation increases CO2 because,Trees release CO2,Trees that absorb CO2 are removed,Soil releases CO2,Burning wood produces O2,B
Environment,Climate change,18,Easy,Renewable energy sources include,"Coal, oil, gas","Solar, wind, hydro, geothermal",Nuclear only,Only solar,B
Environment,Climate change,19,Medium,Carbon sequestration means,Emitting CO2,Capturing and storing CO2 to reduce atmospheric concentration,Converting CO2 to O2,Burning carbon,B
Environment,Climate change,20,Medium,IPCC stands for,International Panel on Climate Change,Intergovernmental Panel on Climate Change,Internal Panel for Climate Control,Indian Panel on Carbon Change,B
Environment,Climate change,21,Medium,Sea level rise threatens,Inland areas,Coastal and low-lying areas,Mountains,Deserts,B
Environment,Climate change,22,Medium,El Niño causes,Cooling of Pacific Ocean,Warming of eastern Pacific Ocean affecting global weather,Only rain in India,Only snow in Europe,B
Environment,Climate change,23,Medium,La Niña is,Opposite of El Niño (cooling of eastern Pacific),Same as El Niño,Warming of Atlantic,None,A
Environment,Climate change,24,Medium,Albedo effect: higher albedo surfaces,Absorb more heat,Reflect more sunlight (like ice/snow),Produce CO2,Absorb radiation,B
Environment,Climate change,25,Medium,Ocean acidification is caused by,Acid rain falling in ocean,Ocean absorbing CO2 forming carbonic acid (lowering pH),Salt increase,Temperature decrease,B
Environment,Climate change,26,Medium,Permafrost melting releases,CO2 only,CH4 (methane) - a potent greenhouse gas,O2,N2,B
Environment,Climate change,27,Medium,Heat islands are,Natural islands getting warm,Urban areas significantly warmer than surrounding rural areas due to heat-absorbing structures,Tropical islands,Desert zones,B
Environment,Climate change,28,Medium,Adaptation to climate change means,Stopping climate change,Adjusting to minimize damage from climate change impacts,Increasing emissions,Planting only trees,B
Environment,Climate change,29,Hard,Global warming potential (GWP) of methane over 100 years is approximately,1,25-28 times CO2,100 times CO2,0.5 times CO2,B
Environment,Climate change,30,Hard,Tipping points in climate system are,Points of no return where changes become self-reinforcing,Normal temperature fluctuations,Seasonal changes,Sea level points,A
Environment,Climate change,31,Hard,Carbon tax is,Tax on cars,Economic instrument charging emitters per ton of CO2,Only for industries,Tax on paper,B
Environment,Climate change,32,Hard,Renewable energy reduces climate change by,Producing CO2,Producing electricity without CO2 emissions (or much less),Using more fuel,Absorbing CO2,B
Environment,Climate change,33,Hard,UNFCCC stands for,United Nations Framework Convention on Climate Change,UN Forum for Carbon Control,UN Federal Climate Convention,United Nations Fossil Fuel Convention,A
Environment,Climate change,34,Easy But Tricky,Climate and weather are the same. True?,True,"False — weather is short-term, climate is long-term average",Only in tropics,Depends on location,B
Environment,Climate change,35,Easy But Tricky,Global warming means every place on Earth gets hotter. True?,True,False — some areas may get colder due to changed circulation patterns,Only equator gets hotter,Only poles affected,B
Environment,Climate change,36,Easy But Tricky,Planting trees alone can solve climate change. True?,True,False — trees help but massive emissions reduction is also needed,Only in tropical areas,Only forests help,B
Environment,Climate change,37,Easy But Tricky,"Climate change only affects the environment, not humans. True?",True,"False — it affects health, food, water, economy, and migration",Only extreme weather,Only sea level,B
Environment,Climate change,38,Easy But Tricky,Individual actions don't matter for climate change. True?,True,"False — aggregate individual choices (diet, transport, energy) do matter",Only governments matter,Only corporations,B
Environment,Renewable energy,11,Easy,Renewable energy comes from,Coal,"Natural sources that replenish naturally: sun, wind, water",Oil,Gas only,B
Environment,Renewable energy,12,Easy,Solar energy is harnessed using,Wind turbines,Solar panels (photovoltaic cells),Dams,Geothermal vents,B
Environment,Renewable energy,13,Easy,Wind energy is generated by,Solar panels,Wind turbines,Water wheels,Geothermal heat,B
Environment,Renewable energy,14,Easy,Hydropower uses,Solar radiation,Flowing water to generate electricity,Wind,Biomass,B
Environment,Renewable energy,15,Easy,Geothermal energy comes from,Sun,Earth's internal heat,Wind,Water,C
Environment,Renewable energy,16,Easy,Biomass energy comes from,Fossil fuels,"Organic materials (wood, crop waste, manure)",Solar panels,Wind,B
Environment,Renewable energy,17,Easy,Which is NOT renewable?,Solar,Wind,Coal,Hydro,C
Environment,Renewable energy,18,Easy,Photovoltaic cells convert,Wind to electricity,Sunlight directly to electricity,Heat to mechanical energy,Water to electricity,B
Environment,Renewable energy,19,Easy,Tidal energy uses,Ocean waves only,Rise and fall of ocean tides,Solar radiation,Wind,B
Environment,Renewable energy,20,Easy,Biogas is mainly,CO2,Methane (CH4),O2,N2,B
Environment,Renewable energy,21,Medium,Solar thermal energy uses,PV cells,Sunlight to heat water or generate steam for electricity,Wind,Radioactivity,B
Environment,Renewable energy,22,Medium,Concentrated Solar Power (CSP) uses,Solar cells,Mirrors/lenses to concentrate sunlight to drive steam turbines,Wind turbines,Biomass,B
Environment,Renewable energy,23,Medium,Offshore wind turbines are placed,In mountains,In oceans/sea where wind is stronger and consistent,In cities,Underground,B
Environment,Renewable energy,24,Medium,Pumped-storage hydropower is used for,Flood control,"Energy storage (pumping water up when surplus, releasing for generation)",Water treatment,None,B
Environment,Renewable energy,25,Medium,Biogas digesters produce gas from,Petroleum,Anaerobic decomposition of organic waste,Coal,Solar heat,B
Environment,Renewable energy,26,Medium,Energy payback period for solar panel is time,To earn back money,For panel to generate as much energy as used in its manufacture,To install,To recycle,B
Environment,Renewable energy,27,Medium,Feed-in tariff is,Tax on renewable energy,Payment for feeding renewable electricity into the grid,Renewable subsidy collection,Energy usage fee,B
Environment,Renewable energy,28,Medium,Intermittency problem with solar and wind means,They pollute intermittently,They don't produce constant power (dependent on sun/wind availability),They are unreliable always,They are expensive,B
Environment,Renewable energy,29,Medium,Energy storage solutions for intermittency include,Only batteries,"Batteries, pumped hydro, hydrogen fuel cells",Only pumped hydro,Only thermal storage,B
Environment,Renewable energy,30,Medium,India's largest renewable energy source is,Solar,Wind,Hydropower,Biomass,C
Environment,Renewable energy,31,Hard,Capacity factor of solar panels is approximately,90%,15-25%,50%,75%,B
Environment,Renewable energy,32,Hard,Green hydrogen is hydrogen produced by,Coal gasification,Electrolysis using renewable electricity,Natural gas reforming,Nuclear,B
Environment,Renewable energy,33,Hard,Levelized Cost of Energy (LCOE) is,Only installation cost,Total lifecycle cost divided by total energy produced,Annual fuel cost,Government subsidy,B
Environment,Renewable energy,34,Hard,Perovskite solar cells offer,Less efficiency than silicon,Higher potential efficiency and lower cost than traditional silicon cells,More toxicity,Same as silicon,B
Environment,Renewable energy,35,Hard,Plug-in hybrid vehicles use,Only petrol,Both electric motor (charged externally) and combustion engine,Only batteries,Only hydrogen,B
Environment,Renewable energy,36,Easy But Tricky,Renewable energy is always more expensive than fossil fuels. True?,True,False — solar and wind costs have dropped dramatically below fossil fuels in many regions,Only in India,Only solar is cheap,B
Environment,Renewable energy,37,Easy But Tricky,Nuclear energy is renewable. True?,True,False — nuclear fuel (uranium) is finite and not renewable,Some sources say yes,Only fusion is renewable,B
Environment,Renewable energy,38,Easy But Tricky,Hydropower is always clean and carbon-free. True?,True,False — large dams can emit methane from decaying vegetation in reservoirs,Only run-of-river is clean,Always true,B
Environment,Renewable energy,39,Easy But Tricky,Solar panels work only in sunny regions. True?,True,False — they work in cloudy areas too (less efficiently),Only in deserts,Only at equator,B
Environment,Renewable energy,40,Easy But Tricky,Wind turbines kill more birds than coal power plants. True?,True,False — coal plants kill far more birds through air pollution and climate effects,Both same,Wind turbines kill none,B
English,Communication process,11,Easy,Communication is,Only speaking,"Exchange of information, ideas, or feelings",Only writing,Only listening,B
English,Communication process,12,Easy,The sender in communication is,The receiver,The one who encodes and sends the message,The channel,The feedback,B
English,Communication process,13,Easy,The receiver is,Who sends the message,Who decodes and receives the message,The medium,The noise,B
English,Communication process,14,Easy,Encoding means,Receiving the message,Putting message into a communicable form,Reading the message,Responding,B
English,Communication process,15,Easy,Decoding means,Sending the message,Interpreting and understanding the received message,Encoding again,Writing,B
English,Communication process,16,Easy,Feedback is,One-way response,The receiver's response to the sender's message,Noise,Channel,B
English,Communication process,17,Easy,Channel in communication is,The sender,The medium through which message travels,The receiver,Feedback,B
English,Communication process,18,Easy,Noise in communication is,Music in background,Any interference that distorts the message,Feedback,Encoding,B
English,Communication process,19,Easy,Effective communication requires,Only speaking clearly,"Clear message, appropriate channel, good feedback",Only writing,Only listening,B
English,Communication process,20,Easy,One-way communication has,Feedback,No feedback,Multiple senders,No channel,B
English,Communication process,21,Medium,SMCR model stands for,Sender Message Channel Receiver,Source Message Code Response,Signal Message Code Relay,Source Meaning Channel Response,A
English,Communication process,22,Medium,Shannon-Weaver model is,Face-to-face model,Mathematical/linear model of communication,Circular model,Transactional model,B
English,Communication process,23,Medium,Transactional model of communication implies,One-way flow,Both parties send and receive simultaneously,No feedback,Only digital communication,B
